CERT C~ | 1-0-2 | 3
CERT O???C@_cKaJ?Y?H_@o?M? | 7-0-9 8-1-12 2-13-5 10-3-11 4-14-6 | 15
CERT O???C@_cKaHGY?B_Ao@K? | 7-0-9 8-1-11 12-2-15 10-3-14 4-13-5 | 6
CERT O???C@_cKaHGX?E_@o@K? | 7-0-9 8-1-11 12-2-15 10-3-13 4-14-5 | 6
CERT O???C@_cKaHGT?I_@o@K? | 7-0-9 8-1-11 13-2-15 10-3-12 4-14-5 | 6
CERT O???C@_cKaHGR?I_Ao@K? | 7-0-9 8-1-11 13-2-15 10-3-14 4-12-5 | 6
CERT O???C@_cKaHGR?E_Co@K? | 7-0-9 8-1-11 14-2-15 10-3-13 4-12-5 | 6
CERT O???C@_cKaHGR?B_EO@K? | 7-0-9 8-1-11 2-14-3 12-4-13 5-15-6 | 10
CERT O???C@_cKaHGP_M?@o@K? | 7-0-9 8-1-11 2-13-3 4-14-5 12-6-15 | 10
CERT O???C@_cKaHGP_F?DO@K? | 7-0-9 8-1-11 14-2-15 10-3-13 5-12-6 | 4
CERT O???C@_cKQL?R?K_Ao?M? | 7-0-9 8-1-11 2-13-3 10-4-12 14-5-15 | 6
CERT O???C@_cKQL?R?H_Ao?e? | 7-0-9 8-1-11 2-13-5 14-3-15 10-4-12 | 6
CERT O???C@_cKQH_U?D_Co@E? | 7-0-9 8-1-11 14-2-15 3-12-4 5-13-6 | 10
CERT O???C@_cKQH_R?GoAo@c? | 7-0-9 8-1-11 13-2-15 3-14-5 10-4-12 | 6
CERT O???C@_cKQH_R?CoCo@c? | 7-0-9 8-1-11 14-2-15 3-13-6 10-4-12 | 5
CERT O???C@_cKQH_R?@oEO@c? | 7-0-9 8-1-11 14-2-15 10-4-12 5-13-6 | 3
CERT O???C@_cKQIGY?B_Ao@K? | 7-0-9 8-1-11 12-2-15 3-14-5 10-4-13 | 6
CERT O???C@_cKQIGR?I_Ao@K? | 7-0-9 8-1-11 13-2-15 3-14-5 10-4-12 | 6
CERT O???C@_cKQIGR?B_EO@K? | 7-0-9 8-1-11 14-2-15 10-4-12 5-13-6 | 3
CERT O???C@_cKQHG[?D_@o@K? | 7-0-9 8-1-11 12-2-15 3-13-5 10-4-14 | 6
CERT O???C@_cKQHGT?K_@o@K? | 7-0-9 8-1-11 13-2-15 3-12-5 10-4-14 | 6
CERT O???C@_cKQHGT?D_DO@K? | 7-0-9 8-1-11 2-14-4 12-3-13 5-15-6 | 10
CERT O???C@_cKQBGY?P_Ao@K? | 7-0-9 8-1-12 2-15-5 3-11-4 13-6-14 | 10
CERT O???C@_cKQBGR?W_Ao@K? | 7-0-9 8-1-12 13-2-15 3-11-4 5-14-6 | 10
CERT O???C@_cKQBGR?P_EO@K? | 7-0-9 8-1-12 14-2-15 3-11-4 5-13-6 | 10
CERT O???C@_cKQGgY?E_Ao@K? | 7-0-9 8-1-11 12-2-15 3-13-4 5-14-6 | 10
CERT O???C@_cKQGgY?B_Ao@c? | 7-0-9 8-1-11 12-2-15 3-14-5 10-4-13 | 6
CERT O???C@_cKQGgU?I_Ao@K? | 7-0-9 8-1-11 13-2-15 3-12-4 5-14-6 | 10
CERT O???C@_cKQGgU?B_Co@c? | 7-0-9 8-1-11 14-2-15 3-12-4 5-13-6 | 10
CERT O???C@_cKQGgT?B_DO@c? | 7-0-9 8-1-11 14-2-15 3-12-5 10-4-13 | 6
CERT O???C@_cKQGgS_M?Co?[? | 7-0-9 8-1-11 13-2-14 3-12-6 10-4-15 | 5
CERT O???C@_cKQGgQ_M?Ao@K? | 7-0-9 8-1-11 13-2-15 3-14-5 10-4-12 | 6
CERT O???C@_cKQGgQ_J?Ao@c? | 7-0-9 8-1-11 13-2-15 3-14-5 10-4-12 | 6
CERT O???C@_cKQGgQ_F?Co@c? | 7-0-9 8-1-11 14-2-15 3-13-5 10-4-12 | 6
CERT O???C@_cKQGgQ_I_Ao@g? | 7-0-9 8-1-11 13-2-15 3-14-5 10-4-12 | 6
CERT O???C@_cKQGgP_F?DO@c? | 7-0-9 8-1-11 14-2-15 3-13-4 5-12-6 | 10
CERT O???C@_cKQ@gQ_X?Ao@c? | 7-0-9 8-1-12 13-2-15 3-14-5 10-4-11 | 6
CERT O???C@_cKQ@gQ_T?Co@c? | 7-0-9 8-1-12 14-2-15 3-13-5 10-4-11 | 6
CERT O???C@_cKQ@gB_X?IO@c? | 7-0-9 8-1-13 2-15-3 10-4-11 5-12-6 | 14
CERT O???C@_SN?R?L?@o@W?[? | 7-0-10 8-1-9 2-12-3 11-4-14 13-5-15 | 6
CERT O???C@_SN?R?D_J??w?U? | 7-0-10 8-1-9 2-13-4 11-3-12 5-14-6 | 15
CERT O???C@_SN?R?D_H_@g?U? | 7-0-10 8-1-9 2-13-5 11-3-12 14-4-15 | 6
CERT O???C@_SN?R?EO@oCo?[? | 7-0-10 8-1-9 2-14-5 11-3-12 4-15-6 | 13
CERT O???C@_SN?R?DOAoCo?[? | 7-0-10 8-1-9 2-14-5 11-3-12 13-4-15 | 6
CERT O???C@_SN?R?DO@oDO?[? | 7-0-10 8-1-9 2-14-4 11-3-12 13-5-15 | 6
CERT O???C@_SN?F?EO@oOo?[? | 7-0-10 8-1-9 2-11-3 12-4-15 13-5-14 | 6
CERT O???C@_SN?F?DOAoOo?[? | 7-0-10 8-1-9 2-11-3 13-4-15 12-5-14 | 6
CERT O???C@_SN?F?DO@oPO?[? | 7-0-10 8-1-9 2-11-3 14-4-15 12-5-13 | 6
CERT O???C@_SN?P_M?AoAo?M? | 7-0-10 8-1-9 2-12-3 11-4-13 14-5-15 | 6
CERT O???C@_SN?P_J?E_AW?M? | 7-0-10 8-1-9 2-12-4 13-3-14 11-5-15 | 6
CERT O???C@_SN?P_K_F?@W?M? | 7-0-10 8-1-9 2-12-3 11-4-13 5-15-6 | 14
CERT O???C@_SN?P_I_F?AW?M? | 7-0-10 8-1-9 2-12-4 13-3-14 11-5-15 | 6
CERT O???C@_SN?P_I_EOAo?M? | 7-0-10 8-1-9 2-12-4 13-3-14 11-5-15 | 6
CERT O???C@_SN?PGJ?E_Ao?M? | 7-0-10 8-1-9 2-12-4 13-3-14 5-15-6 | 11
CERT O???C@_SN?PGF?E_Co?M? | 7-0-10 8-1-9 2-14-5 3-12-4 13-6-15 | 11
CERT O???C@_SN?PGEOD_Co?[? | 7-0-10 8-1-9 2-14-5 12-3-13 11-4-15 | 6
CERT O???C@_SN?PGDOE_Co?[? | 7-0-10 8-1-9 2-14-5 12-3-13 11-4-15 | 6
CERT O???C@_SN?PGDOD_DO?[? | 7-0-10 8-1-9 2-14-4 12-3-13 5-15-6 | 11
CERT O???C@_SN?PGBOK_Ao?[? | 7-0-10 8-1-9 2-13-3 11-4-12 14-5-15 | 6
CERT O???C@_SN?PG@oM?Ao?[? | 7-0-10 8-1-9 2-13-3 11-4-15 12-5-14 | 6
CERT O???C@_SN?PG@oL?BO?[? | 7-0-10 8-1-9 2-13-3 11-4-14 12-5-15 | 6
CERT O???C@_SN?DGEOD_Oo?[? | 7-0-10 8-1-9 2-11-4 12-3-13 14-5-15 | 6
CERT O???C@_SN?DGDOc_@o?[? | 7-0-10 8-1-9 2-11-4 12-3-13 14-5-15 | 6
CERT O???C@_SN?DGDOE_Oo?[? | 7-0-10 8-1-9 2-11-4 12-3-13 14-5-15 | 6
CERT O???C@_SN?DGDOD_PO?[? | 7-0-10 8-1-9 2-11-4 12-3-13 5-15-6 | 14
CERT O???C@_SN?DGBOc_Ao?[? | 7-0-10 8-1-9 2-11-4 13-3-14 12-5-15 | 6
CERT O???C@_SN?DG@oe?Ao?[? | 7-0-10 8-1-9 2-11-4 13-3-14 12-5-15 | 6
CERT O???C@_SN?DG@od?BO?[? | 7-0-10 8-1-9 2-11-4 13-3-14 12-5-15 | 6
CERT O???C@_SMOT?J?D_AW?M? | 7-0-10 8-1-9 11-2-12 13-3-14 5-15-6 | 4
CERT O???C@_SMOS_J?E_AW?M? | 7-0-10 8-1-9 11-2-12 13-3-14 5-15-6 | 4
CERT O???C@_SMOS_K_EO@o?M? | 7-0-10 8-1-9 11-2-12 3-13-4 14-5-15 | 6
CERT O???C@_SMOS_I_F?AW?M? | 7-0-10 8-1-9 11-2-12 13-3-14 5-15-6 | 4
CERT O???C@_SMOS_I_E_Ag?M? | 7-0-10 8-1-9 11-2-12 13-3-14 5-15-6 | 4
CERT O???C@_SMOS_I_EOAo?M? | 7-0-10 8-1-9 11-2-12 13-3-14 5-15-6 | 4
CERT O???C@_SMOS_H_F?AW?U? | 7-0-10 8-1-9 11-2-12 13-3-14 4-15-6 | 5
CERT O???C@_SMOS_D_D_@W@Q? | 7-0-10 8-1-9 11-2-15 12-3-13 4-14-6 | 5
CERT O???C@_SMOS_B_B_AW@a? | 7-0-10 8-1-9 11-2-15 3-14-6 12-4-13 | 5
CERT O???C@_SMOS_KOE_@o?M? | 7-0-10 8-1-9 11-2-12 3-13-4 14-5-15 | 6
CERT O???C@_SMOS_IOE_Ao?M? | 7-0-10 8-1-9 11-2-12 13-3-14 5-15-6 | 4
CERT O???C@_SMOS_IOCoAo?[? | 7-0-10 8-1-9 11-2-12 13-3-14 4-15-5 | 6
CERT O???C@_SMOS_GoEOAo?[? | 7-0-10 8-1-9 11-2-12 13-3-14 4-15-5 | 6
CERT O???C@_SMOS_GoDOBO?[? | 7-0-10 8-1-9 11-2-12 13-3-14 4-15-5 | 6
CERT O???C@_SMOS_GoCoB_?[? | 7-0-10 8-1-9 11-2-12 13-3-14 4-15-5 | 6
CERT O???C@_SMOS_CoD_DO?Y? | 7-0-10 8-1-9 11-2-14 12-3-13 4-15-5 | 6
CERT O???C@_SMOP_I_L?AW?M? | 7-0-10 8-1-9 12-2-13 3-14-6 4-11-5 | 15
CERT O???C@_SMOP_I_KOAo?M? | 7-0-10 8-1-9 12-2-13 3-14-6 4-11-5 | 15
CERT O???C@_SMOP_H_L?AW?U? | 7-0-10 8-1-9 12-2-13 3-14-6 11-4-15 | 5
CERT O???C@_SMOSGL?E_@o?M? | 7-0-10 8-1-9 11-2-12 3-13-4 14-5-15 | 6
CERT O???C@_SMOSGL?D_@o?U? | 7-0-10 8-1-9 11-2-12 3-13-5 14-4-15 | 6
CERT O???C@_SMOSGJ?E_Ao?M? | 7-0-10 8-1-9 11-2-12 13-3-14 5-15-6 | 4
CERT O???C@_SMOSGJ?B_AW?k? | 7-0-10 8-1-9 11-2-12 14-3-15 4-13-5 | 6
CERT O???C@_SMOSGDOE_Co?[? | 7-0-10 8-1-9 11-2-14 12-3-13 4-15-5 | 6
CERT O???C@_SMODGDOE_CoCK? | 7-0-10 8-1-9 11-2-14 12-3-13 5-15-6 | 4
CERT O???C@_SMOOgH_L?BO?U? | 7-0-10 8-1-9 2-12-5 13-3-14 4-15-6 | 11
CERT O???C@_SMOOgH_H_BO?q? | 7-0-10 8-1-9 2-12-5 3-15-4 13-6-14 | 11
CERT O???C@_SMOCgCoF?DOCK? | 7-0-10 8-1-9 11-2-14 12-3-13 5-15-6 | 4
CERT O???C@_SMO?w@oh?BO@o? | 7-0-10 8-1-9 13-2-15 3-14-4 11-5-12 | 6
CERT O???C@_SJOU?b?AoAo?M? | 7-0-11 8-1-9 2-10-4 3-14-5 13-6-15 | 12
CERT O???C@_SJOU?D_B_@gCE? | 7-0-11 8-1-9 2-10-4 3-12-5 13-6-15 | 14
CERT O???C@_SJOU?aOB_Ao?M? | 7-0-11 8-1-9 2-10-4 3-14-5 13-6-15 | 12
CERT O???C@_SJOU?EO@o@oCK? | 7-0-11 8-1-10 9-3-12 4-14-5 13-6-15 | 2
CERT O???C@_SJOT?d?Co@o?M? | 7-0-11 8-1-9 2-10-4 12-3-13 14-5-15 | 6
CERT O???C@_SJOT?`_F?AW?M? | 7-0-11 8-1-9 2-10-4 13-3-14 12-5-15 | 6
CERT O???C@_SJOT?B_D_AgCE? | 7-0-11 8-1-9 2-10-4 13-3-14 5-12-6 | 15
CERT O???C@_SJOT?cOD_@o?M? | 7-0-11 8-1-9 2-10-4 12-3-13 14-5-15 | 6
CERT O???C@_SJOT?EO@oAoCK? | 7-0-11 8-1-9 2-10-4 12-3-14 13-5-15 | 6
CERT O???C@_SJOR?EO`_Co?M? | 7-0-11 8-1-9 10-2-14 3-12-4 13-5-15 | 6
CERT O???C@_SJOS_e?E_?w?M? | 7-0-11 8-1-9 2-10-4 12-3-13 14-5-15 | 6
CERT O???C@_SJOS_e?B_AW?M? | 7-0-11 8-1-9 2-10-4 12-3-14 13-5-15 | 6
CERT O???C@_SJOS_e?AoAo?M? | 7-0-11 8-1-9 2-10-4 12-3-14 5-15-6 | 13
CERT O???C@_SJOS_d?E_@W?M? | 7-0-11 8-1-9 2-10-4 12-3-13 5-15-6 | 14
CERT O???C@_SJOS_b?E_AW?M? | 7-0-11 8-1-9 2-10-4 13-3-14 12-5-15 | 6
CERT O???C@_SJOS_c_F?@W?M? | 7-0-11 8-1-9 2-10-4 12-3-13 5-15-6 | 14
CERT O???C@_SJOS_c_E_@g?M? | 7-0-11 8-1-9 2-10-4 12-3-13 14-5-15 | 6
CERT O???C@_SJOS_c_EO@o?M? | 7-0-11 8-1-9 2-10-4 12-3-13 14-5-15 | 6
CERT O???C@_SJOS_a_F?AW?M? | 7-0-11 8-1-9 2-10-4 13-3-14 5-15-6 | 12
CERT O???C@_SJOS_a_E_Ag?M? | 7-0-11 8-1-9 2-10-4 13-3-14 5-15-6 | 12
CERT O???C@_SJOS_a_EOAo?M? | 7-0-11 8-1-9 2-10-4 13-3-14 5-15-6 | 12
CERT O???C@_SJOS_D_B_BGCE? | 7-0-11 8-1-9 2-10-4 12-3-14 5-13-6 | 15
CERT O???C@_SJOS_cOE_@o?M? | 7-0-11 8-1-9 2-10-4 12-3-13 14-5-15 | 6
CERT O???C@_SJOE_e?`_@W?M? | 7-0-12 8-1-9 10-2-11 4-14-6 13-5-15 | 3
CERT O???C@_SJOE_e?_o@o?M? | 7-0-12 8-1-9 10-2-11 4-14-5 13-6-15 | 3
CERT O???C@_SJOE_c_a_@g?M? | 7-0-12 8-1-9 10-2-11 13-4-14 5-15-6 | 3
CERT O???C@_SJOE_c_B_@WCI? | 7-0-12 8-1-9 10-2-11 4-14-6 13-5-15 | 3
CERT O???C@_SJOE_D_a_@WCI? | 7-0-13 8-1-9 10-2-11 3-12-5 4-14-6 | 15
CERT O???C@_SJOP_d?E_CW?M? | 7-0-11 8-1-9 10-2-14 12-3-13 5-15-6 | 4
CERT O???C@_SJOP_c_E_Cg?M? | 7-0-11 8-1-9 10-2-14 12-3-13 5-15-6 | 4
CERT O???C@_SJOP_cOE_Co?M? | 7-0-11 8-1-9 10-2-14 12-3-13 5-15-6 | 4
CERT O???C@_SJOD_e?`_AW?M? | 7-0-12 8-1-9 10-2-11 3-14-6 13-5-15 | 4
CERT O???C@_SJOD_e?_oAo?M? | 7-0-12 8-1-9 10-2-11 3-14-5 13-6-15 | 4
CERT O???C@_SJOD_b?c_AW?M? | 7-0-12 8-1-9 10-2-11 13-3-14 5-15-6 | 4
CERT O???C@_SJOD_a_d?AW?M? | 7-0-12 8-1-9 10-2-11 13-3-14 5-15-6 | 4
CERT O???C@_SJOD_a_c_Ag?M? | 7-0-12 8-1-9 10-2-11 13-3-14 5-15-6 | 4
CERT O???C@_SJOD_a_cOAo?M? | 7-0-12 8-1-9 10-2-11 13-3-14 5-15-6 | 4
CERT O???C@_SJOD_B_c_AWCI? | 7-0-13 8-1-9 10-2-11 3-14-6 4-12-5 | 15
CERT O???C@_SJOB_e?`_CW?M? | 7-0-12 8-1-9 10-2-14 3-11-4 13-5-15 | 6
CERT O???C@_SJOB_e?_oCo?M? | 7-0-12 8-1-9 10-2-14 3-11-4 5-15-6 | 13
CERT O???C@_SJOB_E_gOOo?M? | 7-0-13 8-1-9 2-10-4 11-3-12 14-5-15 | 6
CERT O???C@_SJOCoB_d?BGCE? | 7-0-13 8-1-9 10-2-11 3-14-4 5-12-6 | 15
CERT O???C@_SJO@oF?h?AWCE? | 7-0-13 8-1-9 2-10-4 12-3-14 5-11-6 | 15
CERT O???C@_SJO@oF?d?CWCE? | 7-0-13 8-1-9 10-2-14 3-12-4 5-11-6 | 15
CERT O???C@_SJO@oF?g_AWCI? | 7-0-13 8-1-9 2-10-4 12-3-14 11-5-15 | 6
CERT O???C@_SJOSGe?B_Ao?M? | 7-0-11 8-1-9 2-10-4 12-3-14 13-5-15 | 6
CERT O???C@_SJOSGd?E_@o?M? | 7-0-11 8-1-9 2-10-4 12-3-13 14-5-15 | 6
CERT O???C@_SJOSGb?E_Ao?M? | 7-0-11 8-1-9 2-10-4 13-3-14 12-5-15 | 6
CERT O???C@_SHoT?B_P_AgCE? | 7-0-11 8-1-9 2-10-3 4-12-5 13-6-15 | 14
CERT O???C@_SHoS_DO_oHO?[? | 7-0-11 8-1-9 2-10-3 4-14-6 12-5-15 | 13
CERT O???C@_SHoE_o_a_?w?Y? | 7-0-12 8-1-9 10-2-11 13-4-15 5-14-6 | 3
CERT O???C@_SHoE_o_aO@o?M? | 7-0-12 8-1-9 10-2-11 13-4-14 5-15-6 | 3
CERT O???C@_SHoE_oOa_?w?[? | 7-0-12 8-1-9 10-2-11 13-4-15 5-14-6 | 3
CERT O???C@_SIWP_g_M?AW?M? | 7-0-11 8-1-9 12-2-13 3-14-6 4-10-5 | 15
CERT O???C@_SIWEOi?EOOo?M? | 7-0-12 8-1-9 2-11-3 10-4-13 14-5-15 | 6
CERT O???C@_SIWPOh?B_AW@a? | 7-0-11 8-1-9 12-2-15 3-14-6 10-4-13 | 5
CERT O???C@_SIWPOgOM?Ao?M? | 7-0-11 8-1-9 12-2-13 3-14-6 4-10-5 | 15
CERT O???C@_SIWDOi?D_AgCE? | 7-0-12 8-1-9 2-11-4 3-13-6 10-5-14 | 15
CERT O???C@_SIWDOi?cOAo?M? | 7-0-12 8-1-9 2-11-4 13-3-14 10-5-15 | 6
CERT O???C@_SIWDOe?D_CgCE? | 7-0-12 8-1-9 11-2-14 3-13-6 4-10-5 | 15
CERT O???C@_SIWDOe?D_CWCI? | 7-0-12 8-1-9 11-2-14 3-13-6 4-10-5 | 15
CERT O???C@_SIW@oi?K_AgCE? | 7-0-12 8-1-9 2-13-3 4-10-5 11-6-15 | 14
CERT O???C@_SIW@oI_d?EGCE? | 7-0-13 8-1-9 12-2-14 4-10-5 11-6-15 | 3
CERT O???C@_SIWSGe?I_Ao?M? | 7-0-11 8-1-9 2-13-4 12-3-14 10-5-15 | 6
CERT O???C@_SIWPGk?I_Ao?M? | 7-0-11 8-1-9 12-2-13 3-14-6 4-10-5 | 15
CERT O???C@_SIWPG`_B_EO@a? | 7-0-11 8-1-9 14-2-15 10-4-13 5-12-6 | 3
CERT O???C@_SHWT?E_P_AWCI? | 7-0-11 8-1-9 2-10-4 12-3-14 13-5-15 | 6
CERT O???C@_SHWT?E_D_?wEA? | 7-0-11 8-1-9 2-10-4 12-3-13 5-14-6 | 15
CERT O???C@_SHWT?B_D_AWEA? | 7-0-11 8-1-9 2-10-4 13-3-14 5-12-6 | 15
CERT O???C@_SHWT?QOc_Ao?M? | 7-0-11 8-1-9 2-10-4 13-3-14 5-15-6 | 12
CERT O???C@_SHWT?QOCoAoCK? | 7-0-11 8-1-9 2-10-4 13-3-14 5-15-6 | 12
CERT O???C@_SMAT?M?D_?w?[? | 7-0-10 8-1-9 11-2-12 3-13-5 4-15-6 | 14
CERT O???C@_SMAT?L?E_?w?[? | 7-0-10 8-1-9 11-2-12 3-13-4 14-5-15 | 6
CERT O???C@_SMAT?L?D_@W?[? | 7-0-10 8-1-9 11-2-12 3-13-5 14-4-15 | 6
CERT O???C@_SMAT?F?E_Co?M? | 7-0-10 8-1-9 11-2-14 12-3-13 5-15-6 | 4
CERT O???C@_SMAT?H_DOBO?[? | 7-0-10 8-1-9 11-2-12 13-3-14 4-15-5 | 6
CERT O???C@_SMAP_AoJ?Ao@c? | 7-0-10 8-1-9 13-2-15 3-14-5 11-4-12 | 6
CERT O???C@_EJGY?KOa_@o?M? | 7-0-11 8-1-10 2-12-3 9-4-13 14-5-15 | 6
CERT O???C@_EIgY?h?@o@W@S? | 7-0-11 8-1-10 12-2-15 3-9-4 5-13-6 | 14
CERT O???C@_EIgY?g_H_@g?U? | 7-0-11 8-1-10 2-12-6 3-9-4 13-5-14 | 15
CERT O???C@_EIgY?`_@oDG@S? | 7-0-11 8-1-10 14-2-15 3-9-4 12-5-13 | 6
CERT O???C@_EIgY?_o@oDO@W? | 7-0-11 8-1-10 14-2-15 3-9-4 5-13-6 | 12
CERT O???C@_EIgM?g_a_@g?M? | 7-0-12 8-1-10 2-11-3 9-4-13 14-5-15 | 6
CERT O???C@_EIgM?g_aO@o?M? | 7-0-12 8-1-10 2-11-3 9-4-13 14-5-15 | 6
CERT O???C@_EIgM?g_`O@o?U? | 7-0-12 8-1-10 2-11-3 9-4-15 13-5-14 | 6
CERT O???C@_EIgW_DOg_@W@S? | 7-0-11 8-1-10 13-2-15 9-3-12 4-14-6 | 5
CERT O???C@_EIgW_DOa_CW@S? | 7-0-11 8-1-10 14-2-15 9-3-12 4-13-6 | 5
CERT O???C@_EIgI_`_i?CW?U? | 7-0-12 8-1-10 13-2-14 9-3-11 4-15-6 | 5
CERT O???C@_EIgI_`_g_@W@Q? | 7-0-12 8-1-10 13-2-15 9-3-11 4-14-6 | 5
CERT O???C@_EIgI_`_gODO?U? | 7-0-12 8-1-10 13-2-14 9-3-11 4-15-6 | 5
CERT O???C@_EIgI_`Og_@W@S? | 7-0-12 8-1-10 13-2-15 9-3-11 4-14-6 | 5
CERT O???C@_EIgWOKO_o@o@W? | 7-0-11 8-1-10 12-2-15 3-9-4 5-14-6 | 13
CERT O???C@_EIgWODO_oDO@W? | 7-0-11 8-1-10 2-14-6 9-3-12 4-15-5 | 13
CERT O???C@_EIgIOi?IOOo?M? | 7-0-12 8-1-10 2-13-4 9-3-11 14-5-15 | 6
CERT O???C@_EIKY?M?B_CgCE? | 7-0-11 8-1-10 12-2-14 3-9-4 5-13-6 | 15
CERT O???C@_EIKW_L?KO@WCS? | 7-0-11 8-1-10 12-2-13 3-9-4 14-6-15 | 5
CERT O???C@_EIKW_F?K_DGCE? | 7-0-11 8-1-10 2-13-6 3-12-5 9-4-14 | 15
CERT O???C@_EIKW_F?EOCWDC? | 7-0-11 8-1-10 14-2-15 9-3-13 4-12-5 | 6
CERT O???C@_EIKW_D_CoT?@Q? | 7-0-11 8-1-10 14-2-15 9-3-13 5-12-6 | 4
CERT O???C@__]_L?J?B_Ao?e? | 7-0-9 8-1-10 11-2-12 14-3-15 4-13-5 | 6
CERT O???C@__]_L?EOB_Co?k? | 7-0-9 8-1-10 11-2-14 12-3-15 4-13-5 | 6
CERT O???C@__]_L?BOE_Co?k? | 7-0-9 8-1-10 11-2-14 13-3-15 4-12-5 | 6
CERT O???C@__]_H_KOI_Ao?[? | 7-0-9 8-1-10 12-2-13 3-14-5 11-4-15 | 6
CERT O???C@__]_H_BOI_Ao@c? | 7-0-9 8-1-10 13-2-15 3-14-5 11-4-12 | 6
CERT O???C@__]_HGH_L?@o?s? | 7-0-9 8-1-10 12-2-13 3-15-4 5-14-6 | 11
CERT O???C@__]_HGH_H_B_?s? | 7-0-9 8-1-10 12-2-13 3-14-5 11-4-15 | 6
CERT O???C@__[oM?U?H_?w?[? | 7-0-9 8-1-11 2-13-5 10-3-12 4-15-6 | 14
CERT O???C@__[oI_[?I_?w?[? | 7-0-9 8-1-11 12-2-13 3-10-4 14-5-15 | 6
CERT O???C@__[oI_T?H_DO?U? | 7-0-9 8-1-11 13-2-14 10-3-12 4-15-6 | 5
CERT O???EA_SDAD_Q_EGAo?K_ | 7-0-8 9-1-12 10-2-11 13-3-14 5-15-6 | 4
CERT O???EA_SDABAJ?Q_?s?k? | 7-0-8 9-1-13 10-2-12 11-3-15 5-14-6 | 4
CERT O???EA_SDA@aM?Q_?s?k? | 7-0-8 9-1-13 10-2-12 3-15-6 4-11-5 | 14
CERT O???EA_SDA@aI_U??s?k? | 7-0-8 9-1-13 10-2-12 3-15-6 4-11-5 | 14
CERT O???EA_SDA@aI_Q_Ac?k? | 7-0-8 9-1-13 10-2-12 14-3-15 4-11-5 | 6
CERT O???EA_SC`HADOH_DO?[? | 7-0-8 9-1-11 13-2-14 10-3-12 4-15-5 | 6
CERT O???EA_EDAM?U?B_?s?K_ | 7-0-8 1-11-2 9-3-12 4-13-5 14-6-15 | 10
CERT O???EA_EDAM?D_P_@c?S_ | 7-0-8 1-11-2 9-3-12 14-4-15 5-13-6 | 10
CERT O???EA_EDAM?D_@gH_?S_ | 7-0-8 1-11-2 9-3-12 14-4-15 5-13-6 | 10
CERT O???EA_EDAM?EGB_Go?K_ | 7-0-8 1-11-2 9-3-12 4-13-5 14-6-15 | 10
CERT O???EA_EDAK_S_D_@c?S_ | 7-0-8 1-11-2 9-3-12 14-4-15 5-13-6 | 10
CERT O???EA_EDAK_S_EG@o?K_ | 7-0-8 1-11-2 9-3-12 13-4-14 5-15-6 | 10
CERT O???EA_EDAK_P_D_BC?S_ | 7-0-8 1-11-2 9-3-13 14-4-15 5-12-6 | 10
CERT O???EA_EDAE_S_P_@c?S_ | 7-0-8 12-1-13 10-2-11 3-9-15 4-14-5 | 6
CERT O???EA_EDAE_S_QG@o?K_ | 7-0-8 12-1-13 10-2-11 3-9-4 14-5-15 | 6
CERT O???EA_EDAE_S_@gH_?S_ | 7-0-8 12-1-14 10-2-11 3-9-4 5-13-6 | 15
CERT O???EA_EDAE_D_P_HC?S_ | 7-0-8 13-1-14 10-2-11 9-3-12 4-15-6 | 5
CERT O???EA_EDAE_D_OgHO?W_ | 7-0-8 13-1-14 10-2-11 9-3-12 4-15-5 | 6
CERT O???EA_EDAE_EGQ_Go?K_ | 7-0-8 13-1-14 10-2-11 9-3-12 5-15-6 | 4
CERT O???EA_EDAE_EGOcGo?[? | 7-0-8 13-1-14 10-2-11 9-3-12 4-15-5 | 6
CERT O???EA_EDA?qL?T?@SAS? | 7-0-8 13-1-15 10-2-12 3-9-4 5-11-6 | 14
CERT O???EA_EBAU?U?B_?s?K_ | 7-0-8 10-1-12 2-11-3 9-4-13 14-5-15 | 6
CERT O???EA_E@IU?E_AgGoAG_ | 7-0-8 14-1-15 10-2-11 9-3-12 4-13-6 | 5
CERT O???EA_E@IGcW_c_BO?W_ | 7-0-8 11-1-12 2-10-5 9-3-13 14-4-15 | 6
CERT O???EA_E?iSOM?QCGo?L? | 7-0-8 13-1-14 11-2-12 9-3-10 5-15-6 | 4
CERT O???EA_E?iSOM?BCGoAD? | 7-0-8 14-1-15 11-2-12 9-3-10 4-13-5 | 6
CERT O???E?oBEC[?CgEOD_?K_ | 7-0-10 1-11-2 8-3-12 9-4-13 14-5-15 | 6
CERT O???E?oBDC[?SOE_@c?K_ | 7-0-10 11-1-12 2-8-3 9-4-13 14-5-15 | 6
CERT O???E?oBDC[?SOAgB_?K_ | 7-0-10 11-1-12 2-8-3 9-4-13 14-5-15 | 6
CERT O???E?oBDCWOS_M?@g?H_ | 7-0-10 11-1-12 2-8-3 9-4-13 14-5-15 | 6
CERT O???E?oBDCKOs?E_@g?H_ | 7-0-10 11-1-12 2-8-3 9-4-13 14-5-15 | 6
CERT O???E?oBDCKOs?E_@c?I_ | 7-0-10 11-1-12 2-8-3 9-4-13 14-5-15 | 6
CERT O???E?oBDAWOK_AgH_?g_ | 7-0-10 11-1-14 8-2-12 3-15-5 9-4-13 | 6
CERT O???E?oBDAKOs?E_@c?K_ | 7-0-10 11-1-12 2-8-3 9-4-13 14-5-15 | 6
